"id","gender","race","ses","sch","prog","locus","concept","mot","career","read","write","math","sci","ss"
261,"male","white","middle","public","vocation",0.280000001192093,0.0299999993294477,1,"prof1",54.7999992370605,59.2999992370605,49.5,63.4000015258789,56.7999992370605
91,"female","asian","middle","private","general",-0.400000005960464,-0.469999998807907,1,"prof2",54.7999992370605,59.2999992370605,51.7999992370605,41.7000007629395,55.5999984741211
287,"female","white","high","public","academic",0.660000026226044,0.340000003576279,0.670000016689301,"prof1",54.7999992370605,56.7000007629395,61.9000015258789,63.4000015258789,55.5999984741211
156,"male","african-amer","high","public","vocation",-0.419999986886978,-0.600000023841858,1,"school",54.7999992370605,56.7000007629395,64.6999969482422,58,60.5
475,"male","white","high","public","academic",0.709999978542328,0.0299999993294477,1,"prof2",54.7999992370605,61.2000007629395,53.7000007629395,48.7999992370605,60.5
303,"female","white","low","public","general",-0.839999973773956,-0.239999994635582,1,"homemaker",54.7999992370605,64.5,44.5,52.5999984741211,50.5999984741211
210,"female","white","middle","public","general",0.0599999986588955,0.0299999993294477,1,"prof1",54.7999992370605,59.2999992370605,46.2000007629395,47.0999984741211,65.5
161,"female","african-amer","middle","private","academic",0.479999989271164,0.629999995231628,1,"prof2",54.7999992370605,48.2000007629395,58.7000007629395,51.5,45.5999984741211
280,"male","white","high","public","academic",0.310000002384186,0.0299999993294477,1,"prof2",54.7999992370605,48.9000015258789,61.2000007629395,60.7000007629395,55.5999984741211
198,"female","white","middle","public","academic",0.660000026226044,-0.469999998807907,0.670000016689301,"prof1",54.7999992370605,59.2999992370605,50.5999984741211,60.7000007629395,50.5999984741211
486,"female","white","middle","public","academic",0.529999971389771,0.810000002384186,0.670000016689301,"prof1",54.7999992370605,59.2999992370605,61.4000015258789,47.0999984741211,55.5999984741211
176,"female","white","high","public","general",0.910000026226044,0.649999976158142,0.330000013113022,"proprietor",54.7999992370605,48.9000015258789,41.9000015258789,52.5999984741211,55.5999984741211
191,"male","white","high","public","academic",0.490000009536743,0.939999997615814,1,"technical",54.7999992370605,56.7000007629395,63.7999992370605,60.7000007629395,65.5
167,"female","white","high","public","academic",0.0599999986588955,0.0299999993294477,0.670000016689301,"prof2",54.7999992370605,54.0999984741211,47.0999984741211,49.7999992370605,50.5999984741211
489,"female","white","middle","public","academic",-0.439999997615814,-1.12999999523163,1,"prof1",54.7999992370605,61.9000015258789,69.5999984741211,60.7000007629395,55.5999984741211
362,"male","white","middle","public","general",0,0.649999976158142,1,"manager",54.7999992370605,64.5,51.0999984741211,49.7999992370605,55.5999984741211
81,"female","asian","high","public","academic",0.280000001192093,0.939999997615814,1,"prof2",54.7999992370605,56,43.5,49.7999992370605,50.5999984741211
491,"female","white","middle","public","general",-0.140000000596046,0.560000002384186,1,"homemaker",54.7999992370605,61.9000015258789,54.5999984741211,47.0999984741211,45.5999984741211
540,"male","white","middle","private","academic",0.709999978542328,1.19000005722046,0.670000016689301,"craftsman",54.7999992370605,48.9000015258789,52.4000015258789,58,60.5
137,"male","african-amer","middle","public","academic",-0.370000004768372,-1.89999997615814,0.670000016689301,"manager",54.7999992370605,36.5,37.7000007629395,49.7999992370605,60.5
243,"female","white","middle","public","academic",-0.400000005960464,0.0299999993294477,0,"clerical",54.7999992370605,49.5,55.2999992370605,47.0999984741211,51.7999992370605
518,"male","white","middle","public","general",0.0599999986588955,0.0299999993294477,1,"craftsman",54.7999992370605,41.0999984741211,42.7999992370605,47.0999984741211,40.5999984741211
426,"male","white","low","public","academic",0.680000007152557,0.870000004768372,1,"prof2",54.7999992370605,56.7000007629395,56.9000015258789,58,70.5
488,"male","white","high","public","vocation",0.430000007152557,-0.0500000007450581,0.670000016689301,"protective",54.7999992370605,45.5999984741211,51.7999992370605,60.7000007629395,45.5999984741211
193,"female","white","middle","public","academic",0.509999990463257,0.0299999993294477,1,"school",54.7999992370605,54.0999984741211,66.4000015258789,41.7000007629395,55.5999984741211
585,"male","white","high","private","academic",0.100000001490116,0.560000002384186,0.670000016689301,"prof1",54.7999992370605,61.9000015258789,60.4000015258789,55.2999992370605,65.5
419,"male","white","middle","public","vocation",-0.189999997615814,0.0299999993294477,0.330000013113022,"craftsman",54.7999992370605,51.5,42.7999992370605,60.7000007629395,50.5999984741211
414,"female","white","middle","public","general",0.0799999982118607,0.0299999993294477,1,"sales",54.7999992370605,67.0999984741211,47.4000015258789,49.7999992370605,65.5
253,"male","white","middle","public","general",-0.140000000596046,-0.239999994635582,0.670000016689301,"prof1",54.7999992370605,38.5,57,52.5999984741211,45.5999984741211
354,"female","white","middle","public","academic",-0.600000023841858,-1.17999994754791,0.670000016689301,"clerical",54.7999992370605,59.2999992370605,68,49.2999992370605,65.5
275,"female","white","high","public","general",-0.439999997615814,-0.469999998807907,1,"prof1",54.7999992370605,65.0999984741211,66.0999984741211,49.7999992370605,60.5
263,"male","white","middle","public","academic",0.46000000834465,0.0299999993294477,0.670000016689301,"operative",54.7999992370605,64.5,58.5999984741211,55.2999992370605,60.5
454,"female","white","high","public","academic",0.910000026226044,0.150000005960464,0,"prof1",54.7999992370605,56.7000007629395,55.5,58,60.5
529,"male","white","middle","private","academic",0.550000011920929,0.629999995231628,1,"technical",54.7999992370605,59.2999992370605,62.2999992370605,58,50.5999984741211
228,"female","white","middle","public","academic",0,-0.819999992847443,0.670000016689301,"prof2",54.7999992370605,67.0999984741211,63.7999992370605,49.7999992370605,50.5999984741211
149,"male","african-amer","low","public","academic",1.1599999666214,1.19000005722046,0.330000013113022,"prof1",55.2999992370605,46.9000015258789,49.0999984741211,54.2000007629395,51.7999992370605
207,"female","white","middle","public","general",1.11000001430511,0.899999976158142,0.330000013113022,"homemaker",55.2999992370605,50.2000007629395,41.7000007629395,58.5,55.5999984741211
204,"female","white","middle","public","academic",0.439999997615814,0.0299999993294477,1,"prof1",55.2999992370605,51.5,48,58,65.5
591,"female","white","high","private","academic",1.13999998569489,0.629999995231628,1,"service",55.2999992370605,53.4000015258789,44.5,53.5999984741211,48.0999984741211
119,"female","african-amer","low","public","academic",0.280000001192093,1.19000005722046,1,"clerical",56.4000015258789,59.2999992370605,38.5,55.2999992370605,56.7999992370605
569,"male","white","low","private","academic",0.200000002980232,-0.469999998807907,0.670000016689301,"craftsman",56.4000015258789,49.5,51.9000015258789,47.0999984741211,48.0999984741211
220,"female","white","middle","public","academic",0.660000026226044,0.340000003576279,1,"homemaker",56.9000015258789,49.5,49.5,50.9000015258789,58.0999984741211
97,"female","asian","low","public","academic",1.1599999666214,-0.720000028610229,0.670000016689301,"prof2",56.9000015258789,64.5,72.1999969482422,54.2000007629395,55.5999984741211
377,"female","white","middle","public","academic",-0.159999996423721,0.0299999993294477,1,"operative",57.4000015258789,57.2999992370605,64,58,65.5
211,"female","white","middle","public","general",0.709999978542328,-0.28999999165535,0.670000016689301,"prof1",57.4000015258789,61.9000015258789,55.5,58,65.5
564,"male","white","high","private","academic",0.319999992847443,-0.879999995231628,0.330000013113022,"prof1",57.4000015258789,54.0999984741211,42.2000007629395,44.4000015258789,55.5999984741211
315,"female","white","high","public","academic",0.910000026226044,-0.469999998807907,0.670000016689301,"prof2",57.4000015258789,59.2999992370605,57.2000007629395,59.0999984741211,65.5
470,"female","white","high","public","academic",1.36000001430511,0.939999997615814,1,"prof2",57.4000015258789,64.5,49.9000015258789,55.2999992370605,55.5999984741211
484,"female","white","middle","public","vocation",-0.219999998807907,-2.26999998092651,0,"clerical",57.4000015258789,51.5,40.2999992370605,60.7000007629395,55.5999984741211
539,"female","white","middle","private","academic",-0.400000005960464,-1.3400000333786,1,"operative",57.4000015258789,61.9000015258789,55.5,49.7999992370605,55.5999984741211
102,"female","hispanic","high","private","academic",0.449999988079071,0.649999976158142,1,"prof1",57.4000015258789,56.7000007629395,46.9000015258789,52.5999984741211,55.5999984741211
563,"female","white","high","private","academic",0.910000026226044,0.0299999993294477,1,"prof1",57.4000015258789,59.2999992370605,55.5,55.2999992370605,50.5999984741211
212,"male","white","middle","public","general",0.259999990463257,0.0299999993294477,1,"craftsman",57.4000015258789,51.5,55.2999992370605,60.7000007629395,60.5
19,"male","hispanic","middle","public","academic",0.0599999986588955,0.0299999993294477,1,"manager",57.4000015258789,54.0999984741211,58.9000015258789,47.0999984741211,50.5999984741211
559,"female","white","middle","private","general",0.270000010728836,0.0299999993294477,0.670000016689301,"homemaker",57.4000015258789,41.0999984741211,57,55.2999992370605,51.7999992370605
477,"female","white","middle","public","academic",0.46000000834465,-0.280000001192093,1,"prof1",57.4000015258789,56.7000007629395,56.4000015258789,63.4000015258789,60.5
218,"female","white","middle","public","vocation",0.46000000834465,0.0299999993294477,1,"clerical",57.4000015258789,67.0999984741211,47.7000007629395,55.7999992370605,50.5999984741211
178,"male","white","middle","public","academic",0.0599999986588955,-0.28999999165535,0.670000016689301,"farmer",57.4000015258789,64.5,51.0999984741211,63.4000015258789,60.5
556,"female","white","middle","private","academic",0.870000004768372,0.870000004768372,0.670000016689301,"prof2",57.4000015258789,61.9000015258789,62.7999992370605,55.2999992370605,40.5999984741211
267,"male","white","high","public","academic",0.680000007152557,0.340000003576279,1,"technical",57.4000015258789,56.7000007629395,62.7999992370605,58,50.5999984741211
292,"female","white","low","public","vocation",-1.0900000333786,-0.899999976158142,0.670000016689301,"prof1",57.4000015258789,59.9000015258789,50.5,52.5999984741211,36.9000015258789
536,"female","white","high","private","academic",0.910000026226044,-1.66999995708466,0.330000013113022,"prof1",57.4000015258789,54.0999984741211,54.7999992370605,60.7000007629395,60.5
142,"male","african-amer","middle","public","academic",1.12999999523163,0.870000004768372,1,"prof2",57.4000015258789,54.7000007629395,51.7000007629395,49.7999992370605,50.5999984741211
89,"male","asian","middle","public","general",-1.27999997138977,-1.04999995231628,0.330000013113022,"prof1",57.4000015258789,43.7000007629395,57.7999992370605,60.7000007629395,45.5999984741211
584,"male","white","high","private","academic",0.219999998807907,1.19000005722046,1,"proprietor",57.4000015258789,54.0999984741211,48.7999992370605,55.2999992370605,40.5999984741211
234,"female","white","high","public","academic",0.959999978542328,0.870000004768372,1,"prof1",57.4000015258789,64.5,48,47.0999984741211,50.5999984741211
599,"female","white","middle","private","academic",0.230000004172325,0.939999997615814,1,"prof2",57.4000015258789,67.0999984741211,57.9000015258789,60.7000007629395,55.5999984741211
583,"male","white","middle","private","general",-1.33000004291534,0.0299999993294477,0.670000016689301,"technical",57.4000015258789,56.7000007629395,59.7999992370605,58,55.5999984741211
208,"male","white","low","public","general",0.0500000007450581,-0.600000023841858,0,"operative",57.4000015258789,51.5,40.5999984741211,46.5999984741211,56.7999992370605
294,"male","white","low","public","academic",-0.819999992847443,-0.759999990463257,0,"clerical",57.4000015258789,43.7000007629395,59.5999984741211,52.5999984741211,50.5999984741211
519,"male","white","middle","private","academic",0.319999992847443,1.19000005722046,1,"prof1",57.4000015258789,61.9000015258789,64,55.7999992370605,55.5999984741211
86,"female","asian","high","public","academic",0.230000004172325,-0.600000023841858,1,"prof2",57.4000015258789,67.0999984741211,68,59.0999984741211,65.5
171,"female","white","middle","public","academic",0.0799999982118607,0.589999973773956,1,"prof1",57.4000015258789,56.7000007629395,53.9000015258789,60.7000007629395,60.5
346,"female","white","middle","public","academic",0.46000000834465,0.0299999993294477,0.670000016689301,"prof1",57.4000015258789,59.2999992370605,53.9000015258789,49.7999992370605,55.5999984741211
105,"female","hispanic","high","private","academic",0.46000000834465,0.340000003576279,1,"prof1",57.4000015258789,54.0999984741211,59.5999984741211,60.7000007629395,70.5
481,"female","white","low","public","academic",0.889999985694885,0.340000003576279,0.330000013113022,"prof2",57.4000015258789,61.9000015258789,72.1999969482422,60.7000007629395,60.5
203,"female","white","middle","public","academic",-0.439999997615814,-0.779999971389771,1,"prof2",58,48.9000015258789,43.7999992370605,44.4000015258789,65.5
183,"female","white","low","public","academic",1.1599999666214,0.629999995231628,0.670000016689301,"sales",58.5,54.0999984741211,46.2999992370605,48.2000007629395,53.0999984741211
131,"female","african-amer","middle","public","academic",1.36000001430511,0.649999976158142,0.670000016689301,"prof2",59,56.7000007629395,52.9000015258789,48.7999992370605,56.7999992370605
464,"female","white","middle","public","academic",0.939999997615814,-0.300000011920929,1,"prof2",60.0999984741211,67.0999984741211,52.4000015258789,55.2999992370605,50.5999984741211
299,"male","white","high","public","vocation",-0.509999990463257,-1.98000001907349,0,"not working",60.0999984741211,57.2999992370605,58.7999992370605,58,50.5999984741211
429,"male","white","high","public","vocation",1.12999999523163,0.560000002384186,1,"manager",60.0999984741211,48.9000015258789,50.4000015258789,55.2999992370605,65.5
320,"male","white","low","public","vocation",0.219999998807907,0.0299999993294477,0.670000016689301,"technical",60.0999984741211,41.7000007629395,52,52.5999984741211,50.5999984741211
302,"male","white","middle","public","academic",0.689999997615814,0.0500000007450581,0.670000016689301,"prof2",60.0999984741211,59.2999992370605,57.9000015258789,40.5999984741211,65.5
103,"female","hispanic","low","private","general",0.0599999986588955,0.319999992847443,0,"service",60.0999984741211,54.0999984741211,49.9000015258789,49.7999992370605,50.5999984741211
223,"male","white","middle","public","vocation",0.479999989271164,0.0299999993294477,1,"prof2",60.0999984741211,46.2999992370605,51.4000015258789,52.5999984741211,60.5
546,"female","white","high","private","academic",0.0199999995529652,-0.140000000596046,0,"prof1",60.0999984741211,64.5,67,58.5,66.8000030517578
195,"male","white","high","public","academic",0.270000010728836,0.0299999993294477,1,"prof2",60.0999984741211,51.5,48.0999984741211,52.5999984741211,55.5999984741211
390,"female","white","high","public","academic",0.449999988079071,0.0299999993294477,0.670000016689301,"prof1",60.0999984741211,61.9000015258789,51.9000015258789,53.0999984741211,58.0999984741211
301,"female","white","high","public","academic",0.75,1.19000005722046,1,"prof1",60.0999984741211,61.9000015258789,67.0999984741211,49.7999992370605,55.5999984741211
528,"female","white","high","private","academic",-0.189999997615814,1.19000005722046,1,"prof1",60.0999984741211,61.9000015258789,54.5999984741211,60.7000007629395,65.5
511,"male","white","middle","public","academic",-0.439999997615814,1.19000005722046,1,"craftsman",60.0999984741211,54.0999984741211,59.5999984741211,55.2999992370605,65.5
76,"female","asian","high","public","academic",0.109999999403954,-1.41999995708466,1,"technical",60.0999984741211,59.2999992370605,62.0999984741211,60.7000007629395,50.5999984741211
446,"male","white","low","public","academic",0.649999976158142,-0.300000011920929,1,"prof2",60.0999984741211,61.9000015258789,74.5999984741211,58,60.5
413,"female","white","middle","public","general",0.509999990463257,0.0299999993294477,0.330000013113022,"manager",60.0999984741211,51.5,53.9000015258789,63.4000015258789,50.5999984741211
360,"female","white","high","public","academic",0.709999978542328,0.280000001192093,1,"proprietor",60.0999984741211,64.5,63,68.8000030517578,60.5
596,"male","white","high","private","academic",0.270000010728836,-1.04999995231628,0.330000013113022,"prof1",60.0999984741211,54.0999984741211,56.2999992370605,55.2999992370605,55.5999984741211
530,"female","white","high","private","academic",0.259999990463257,0.939999997615814,1,"prof2",60.0999984741211,59.2999992370605,51.7999992370605,53.0999984741211,55.5999984741211
557,"female","white","middle","private","academic",1.1599999666214,1.19000005722046,1,"technical",60.0999984741211,59.2999992370605,55.2999992370605,58,45.5999984741211
405,"male","white","middle","public","academic",0.200000002980232,0.560000002384186,0.670000016689301,"protective",60.0999984741211,52.7999992370605,51.5,58,50.5999984741211
235,"female","white","middle","public","academic",0.200000002980232,-0.550000011920929,0.670000016689301,"prof1",60.0999984741211,61.9000015258789,48.7000007629395,49.7999992370605,50.5999984741211
289,"male","white","high","public","academic",-0.379999995231628,0.0299999993294477,1,"prof1",60.0999984741211,54.0999984741211,58,58,60.5
473,"female","white","middle","public","vocation",0.0599999986588955,0.280000001192093,1,"sales",60.0999984741211,59.2999992370605,56.2000007629395,60.7000007629395,60.5
251,"male","white","high","public","general",0.660000026226044,0.340000003576279,1,"military",60.0999984741211,51.5,53,63.4000015258789,55.5999984741211
45,"male","hispanic","high","public","academic",1.1599999666214,0.319999992847443,1,"prof1",60.0999984741211,54.0999984741211,48.5999984741211,58,30.6000003814697
317,"female","white","middle","public","academic",0.0199999995529652,-1.04999995231628,0.330000013113022,"prof1",60.0999984741211,64.5,61.2000007629395,60.7000007629395,50.5999984741211
293,"female","white","middle","public","academic",0.709999978542328,-0.550000011920929,1,"prof1",60.0999984741211,59.2999992370605,64.3000030517578,60.7000007629395,65.5
430,"male","white","high","public","general",1.12999999523163,0.629999995231628,0.670000016689301,"prof2",60.0999984741211,64.5,57.9000015258789,60.7000007629395,65.5
17,"female","hispanic","high","public","academic",0.259999990463257,0.0299999993294477,1,"prof2",60.0999984741211,64.5,55.7000007629395,63.4000015258789,60.5
479,"female","white","middle","public","academic",0.46000000834465,0.0299999993294477,1,"prof2",60.0999984741211,64.5,56.2999992370605,63.4000015258789,60.5
58,"male","hispanic","high","public","academic",-0.680000007152557,-0.259999990463257,0,"craftsman",60.0999984741211,51.5,56.7999992370605,60.7000007629395,60.5
356,"female","white","low","public","vocation",-0.889999985694885,-1.28999996185303,0.330000013113022,"prof1",60.0999984741211,64.5,41,52.5999984741211,50.5999984741211
150,"female","african-amer","middle","public","academic",0.910000026226044,-0.280000001192093,1,"military",60.0999984741211,67.0999984741211,56.2000007629395,37.4000015258789,50.5999984741211
229,"female","white","low","public","academic",0.910000026226044,0.0299999993294477,1,"clerical",60.5999984741211,59.2999992370605,49.4000015258789,44.4000015258789,65.5
225,"male","white","middle","public","academic",0.889999985694885,0.589999973773956,0.670000016689301,"manager",60.5999984741211,56.7000007629395,70.5,58,65.5
381,"female","white","middle","public","academic",0.219999998807907,-0.569999992847443,1,"clerical",61.0999984741211,67.0999984741211,64.5,50.4000015258789,55.5999984741211
285,"female","white","middle","public","academic",0,0.0299999993294477,0.670000016689301,"clerical",61.0999984741211,61.2000007629395,62.2000007629395,57.4000015258789,53.0999984741211
245,"male","white","middle","public","general",0.46000000834465,0.340000003576279,0.670000016689301,"prof1",62.2000007629395,56.7000007629395,51.9000015258789,54.7000007629395,58.0999984741211
597,"male","white","middle","private","academic",0.550000011920929,0.340000003576279,1,"technical",62.7000007629395,61.9000015258789,72.9000015258789,63.4000015258789,55.5999984741211
132,"female","african-amer","low","public","academic",-0.239999994635582,-0.159999996423721,0.330000013113022,"technical",62.7000007629395,61.9000015258789,52.4000015258789,47.0999984741211,60.5
75,"male","asian","high","private","academic",-1.04999995231628,0.280000001192093,0.670000016689301,"prof1",62.7000007629395,64.5,66.3000030517578,58,60.5
403,"female","white","low","public","academic",0,0.340000003576279,1,"service",62.7000007629395,59.9000015258789,65.4000015258789,53.5999984741211,65.5
498,"male","white","middle","public","vocation",0.259999990463257,0.0299999993294477,1,"operative",62.7000007629395,59.2999992370605,53.2000007629395,63.4000015258789,55.5999984741211
87,"male","asian","middle","public","academic",1.36000001430511,0.589999973773956,1,"prof2",62.7000007629395,67.0999984741211,69.5999984741211,68.8000030517578,55.5999984741211
402,"female","white","middle","public","academic",0.930000007152557,0.649999976158142,1,"manager",62.7000007629395,59.2999992370605,71.3000030517578,68.8000030517578,60.5
404,"female","white","middle","public","general",-0.379999995231628,-0.469999998807907,0.670000016689301,"homemaker",62.7000007629395,43.7000007629395,44.7000007629395,52.5999984741211,41.9000015258789
250,"male","white","middle","public","general",-0.170000001788139,-0.839999973773956,0.670000016689301,"service",62.7000007629395,56.7000007629395,54.2999992370605,58,50.5999984741211
347,"female","white","high","public","academic",0.280000001192093,0.0299999993294477,0.670000016689301,"prof1",62.7000007629395,67.0999984741211,65.5999984741211,61.7999992370605,65.5
410,"female","white","low","public","academic",-0.180000007152557,-1.0900000333786,0.670000016689301,"service",62.7000007629395,56.7000007629395,58.7999992370605,71.5,60.5
497,"female","white","middle","public","vocation",0,-0.180000007152557,0,"prof1",62.7000007629395,59.2999992370605,55.5,45.5,46.7999992370605
504,"male","white","middle","public","academic",1.36000001430511,0.629999995231628,1,"prof2",62.7000007629395,61.9000015258789,68.5999984741211,68.8000030517578,55.5999984741211
241,"male","white","low","public","academic",0.479999989271164,0.689999997615814,0.670000016689301,"technical",62.7000007629395,43,58.9000015258789,65,44.2999992370605
7,"male","hispanic","low","public","academic",0.439999997615814,-0.469999998807907,0.330000013113022,"prof2",62.7000007629395,64.5,48,63.4000015258789,55.5999984741211
527,"female","white","middle","private","academic",1.36000001430511,-1.17999994754791,1,"prof1",62.7000007629395,61.9000015258789,63.0999984741211,60.7000007629395,60.5
547,"male","white","middle","private","academic",0.469999998807907,0.0299999993294477,0.670000016689301,"sales",62.7000007629395,59.2999992370605,48.7999992370605,55.2999992370605,70.5
483,"female","white","low","public","vocation",0.0599999986588955,-0.600000023841858,0.670000016689301,"prof1",62.7000007629395,56,57.2999992370605,60.7000007629395,56.7999992370605
600,"male","white","middle","private","academic",0.0199999995529652,0.0299999993294477,0.330000013113022,"prof1",62.7000007629395,54.0999984741211,64.6999969482422,58,50.5999984741211
411,"male","white","high","public","academic",0.319999992847443,0.280000001192093,0.670000016689301,"technical",62.7000007629395,63.2000007629395,68.9000015258789,74.1999969482422,70.5
445,"male","white","low","public","general",0.439999997615814,-0.159999996423721,0.670000016689301,"prof1",62.7000007629395,48.9000015258789,48.7999992370605,66.0999984741211,45.5999984741211
553,"male","white","middle","private","academic",0.709999978542328,0.280000001192093,0.670000016689301,"technical",62.7000007629395,56.7000007629395,54.7000007629395,58,40.5999984741211
485,"female","white","middle","public","academic",0.709999978542328,0.340000003576279,0,"craftsman",62.7000007629395,64.5,57.4000015258789,60.7000007629395,70.5
515,"male","white","middle","public","academic",0.680000007152557,-0.259999990463257,1,"prof2",62.7000007629395,61.9000015258789,56.2000007629395,47.0999984741211,45.5999984741211
249,"female","white","middle","public","academic",-1.55999994277954,0.0299999993294477,0.330000013113022,"service",62.7000007629395,54.0999984741211,53,55.2999992370605,45.5999984741211
421,"male","white","high","public","vocation",-0.400000005960464,-1.0900000333786,0.670000016689301,"military",62.7000007629395,43.7000007629395,47.0999984741211,52.5999984741211,55.5999984741211
449,"male","white","middle","public","vocation",0.100000001490116,0.0299999993294477,0,"farmer",62.7000007629395,48.9000015258789,42.0999984741211,66.0999984741211,70.5
580,"female","white","high","private","academic",0.730000019073486,0.0299999993294477,1,"prof1",62.7000007629395,62.5,68.9000015258789,60.7000007629395,60.5
409,"female","white","high","public","academic",1.12999999523163,0.0299999993294477,0.670000016689301,"prof1",62.7000007629395,64.5,64.5,52.5999984741211,60.5
298,"female","white","high","public","academic",0.0599999986588955,0.319999992847443,1,"clerical",62.7000007629395,64.5,70.5,68.8000030517578,70.5
525,"female","white","high","private","academic",0.479999989271164,-0.819999992847443,0.330000013113022,"prof1",62.7000007629395,64.5,58.2000007629395,61.7999992370605,61.7999992370605
186,"male","white","middle","public","vocation",-0.159999996423721,-0.529999971389771,0.670000016689301,"laborer",62.7000007629395,61.9000015258789,67,66.0999984741211,45.5999984741211
562,"female","white","high","private","academic",0.230000004172325,0.0299999993294477,1,"clerical",62.7000007629395,61.9000015258789,55.5,55.2999992370605,60.5
240,"male","white","middle","public","academic",0.46000000834465,0.0299999993294477,0.670000016689301,"prof1",62.7000007629395,54.0999984741211,54.7999992370605,55.2999992370605,65.5
111,"male","african-amer","high","public","academic",0.680000007152557,0.939999997615814,1,"prof1",62.7000007629395,52.0999984741211,66.0999984741211,68.8000030517578,50.5999984741211
231,"female","white","low","public","general",0,-1.0900000333786,0.670000016689301,"prof1",62.7000007629395,51.5,45.9000015258789,47.0999984741211,45.5999984741211
427,"male","white","middle","public","vocation",0.0500000007450581,-0.879999995231628,0.670000016689301,"craftsman",62.7000007629395,63.2000007629395,74.5999984741211,71.5,65.5
379,"male","white","high","public","academic",-0.330000013113022,0.379999995231628,0.670000016689301,"manager",62.7000007629395,59.2999992370605,56.5,55.2999992370605,55.5999984741211
499,"male","white","middle","public","general",-1.58000004291534,-0.259999990463257,0.330000013113022,"military",62.7000007629395,48.9000015258789,35.2999992370605,66.0999984741211,40.5999984741211
335,"female","white","middle","public","general",0.46000000834465,0.340000003576279,0.670000016689301,"prof1",62.7000007629395,61.9000015258789,52.9000015258789,44.4000015258789,40.5999984741211
422,"female","white","middle","public","academic",0,0.0299999993294477,0.670000016689301,"prof1",62.7000007629395,64.5,38.2999992370605,55.7999992370605,55.5999984741211
233,"female","white","middle","public","vocation",0.0599999986588955,0.0299999993294477,0.670000016689301,"service",62.7000007629395,61.9000015258789,58.7999992370605,60.7000007629395,60.5
164,"male","white","high","public","academic",0.0599999986588955,0.0299999993294477,1,"prof1",62.7000007629395,64.5,71.3000030517578,55.2999992370605,70.5
358,"female","white","high","public","academic",0.449999988079071,0.0299999993294477,1,"homemaker",62.7000007629395,51.5,54.4000015258789,49.7999992370605,50.5999984741211
189,"female","white","high","public","academic",1.11000001430511,0.899999976158142,0.330000013113022,"manager",62.7000007629395,64.5,61.4000015258789,58,60.5
93,"female","asian","middle","public","academic",0.550000011920929,0.899999976158142,1,"prof1",62.7000007629395,61.9000015258789,59.5999984741211,60.7000007629395,65.5
576,"female","white","middle","private","vocation",0.430000007152557,-1.0900000333786,0.670000016689301,"school",63.2999992370605,64.5,52.0999984741211,58,65.5
555,"male","white","high","private","academic",0.0599999986588955,1.19000005722046,1,"proprietor",65.4000015258789,64.5,67.9000015258789,63.4000015258789,55.5999984741211
286,"female","white","high","public","academic",0.519999980926514,0.340000003576279,1,"prof2",65.4000015258789,54.0999984741211,61.4000015258789,58,55.5999984741211
574,"male","white","high","private","academic",0.0299999993294477,0.560000002384186,0.670000016689301,"craftsman",65.4000015258789,67.0999984741211,63,66.0999984741211,70.5
495,"male","white","middle","public","general",0.680000007152557,0.0299999993294477,1,"prof2",65.4000015258789,64.5,51.2999992370605,66.0999984741211,65.5
104,"male","hispanic","middle","private","academic",0.259999990463257,0.879999995231628,1,"prof1",65.4000015258789,59.2999992370605,62.2999992370605,60.7000007629395,65.5
444,"male","white","middle","public","academic",0.0399999991059303,0.0299999993294477,0.670000016689301,"prof1",65.4000015258789,51.5,61.2000007629395,68.8000030517578,60.5
348,"female","white","middle","public","general",0.46000000834465,0.0299999993294477,1,"prof2",65.4000015258789,51.5,61.4000015258789,60.7000007629395,50.5999984741211
460,"male","white","high","public","academic",-0.930000007152557,-0.219999998807907,0.670000016689301,"prof2",65.4000015258789,64.5,65.5,60.7000007629395,65.5
290,"female","white","high","public","general",0.46000000834465,-1.11000001430511,0.330000013113022,"prof1",65.4000015258789,67.0999984741211,67,66.0999984741211,70.5
501,"male","white","middle","public","academic",0.910000026226044,0.589999973773956,1,"prof2",65.4000015258789,67.0999984741211,67.0999984741211,66.0999984741211,61.7999992370605
406,"male","white","middle","public","academic",0.730000019073486,0.0299999993294477,1,"technical",65.4000015258789,59.2999992370605,69.5999984741211,63.4000015258789,50.5999984741211
175,"female","white","middle","public","academic",1.1599999666214,0.649999976158142,1,"clerical",65.4000015258789,67.0999984741211,63.0999984741211,55.2999992370605,70.5
516,"male","white","middle","public","academic",0.660000026226044,0.0299999993294477,0.330000013113022,"manager",65.4000015258789,59.2999992370605,67.0999984741211,66.0999984741211,65.5
566,"male","white","high","private","academic",1.11000001430511,0.340000003576279,1,"prof2",65.4000015258789,64.5,64.0999984741211,66.0999984741211,70.5
74,"female","asian","high","public","academic",0.0199999995529652,0.0299999993294477,0.670000016689301,"prof2",65.4000015258789,56.7000007629395,62.2999992370605,58.5,55.5999984741211
184,"male","white","high","public","general",1.1599999666214,-0.810000002384186,0.670000016689301,"prof1",65.4000015258789,64.5,48,63.4000015258789,65.5
434,"female","white","high","public","academic",0.479999989271164,0.0299999993294477,1,"homemaker",65.4000015258789,61.9000015258789,60.4000015258789,63.4000015258789,60.5
84,"male","asian","high","public","academic",-0.170000001788139,0.310000002384186,1,"prof2",65.4000015258789,67.0999984741211,75.5,71.5,70.5
